Job profession,Linguistic,Musical,Bodily,Logical - Mathematical,Spatial-Visualization,Interpersonal,Intrapersonal,Naturalist
Banking,12.0,7.0,6.0,15.0,6.0,15.0,11.0,7.0
Banking,12.0,5.0,10.0,15.0,6.0,15.0,11.0,5.0
Banking,12.0,6.0,9.0,15.0,6.0,15.0,11.0,6.0
Banking,12.0,8.0,7.0,15.0,6.0,15.0,11.0,7.0
Banking,12.0,7.0,6.0,15.0,6.0,15.0,11.0,5.0
Banking,12.0,5.0,10.0,15.0,6.0,15.0,11.0,6.0
Banking,12.0,6.0,9.0,19.0,6.0,15.0,11.0,7.0
Banking,12.0,8.0,7.0,19.0,6.0,15.0,11.0,5.0
Banking,12.0,7.0,6.0,19.0,6.0,15.0,11.0,6.0
Banking,12.0,5.0,10.0,19.0,5.0,15.0,11.0,7.0
Banking,12.0,6.0,9.0,19.0,5.0,15.0,11.0,5.0
Banking,12.0,8.0,7.0,19.0,5.0,15.0,11.0,6.0
Banking,12.0,7.0,6.0,19.0,5.0,15.0,11.0,7.0
Banking,12.0,8.0,6.0,19.0,5.0,15.0,11.0,5.0
Banking,12.0,9.0,7.0,19.0,5.0,15.0,11.0,6.0
Stock Broker,11.0,5.0,10.0,19.0,8.0,19.0,18.0,6.0
Stock Broker,12.0,5.0,9.0,18.0,8.0,19.0,18.0,6.0
Stock Broker,13.0,6.0,7.0,19.0,8.0,19.0,18.0,6.0
Stock Broker,14.0,6.0,6.0,18.0,8.0,19.0,18.0,6.0
Stock Broker,11.0,7.0,10.0,19.0,8.0,19.0,18.0,6.0
Stock Broker,12.0,7.0,9.0,18.0,8.0,19.0,18.0,6.0
Stock Broker,13.0,8.0,7.0,19.0,8.0,19.0,18.0,6.0
Stock Broker,14.0,8.0,10.0,18.0,8.0,19.0,18.0,6.0
Stock Broker,11.0,9.0,9.0,19.0,8.0,19.0,18.0,6.0
Stock Broker,12.0,9.0,7.0,18.0,8.0,19.0,18.0,6.0
Stock Broker,13.0,5.0,6.0,19.0,8.0,19.0,18.0,6.0
Stock Broker,14.0,5.0,10.0,18.0,8.0,17.0,16.0,6.0
Stock Broker,11.0,6.0,9.0,19.0,8.0,17.0,16.0,6.0
Stock Broker,12.0,6.0,7.0,18.0,8.0,17.0,16.0,6.0
Stock Broker,13.0,7.0,10.0,19.0,8.0,17.0,16.0,6.0
Stock Broker,14.0,7.0,9.0,18.0,8.0,17.0,16.0,6.0
Stock Broker,11.0,8.0,7.0,19.0,8.0,17.0,16.0,6.0
Stock Broker,12.0,8.0,6.0,18.0,8.0,17.0,16.0,6.0
Stock Broker,13.0,9.0,10.0,19.0,8.0,17.0,16.0,6.0
Stock Broker,14.0,9.0,9.0,18.0,8.0,17.0,16.0,6.0
Stock Broker,11.0,5.0,7.0,19.0,8.0,17.0,16.0,6.0
Stock Broker,12.0,5.0,10.0,18.0,8.0,17.0,19.0,6.0
Stock Broker,13.0,6.0,10.0,19.0,8.0,17.0,19.0,6.0
Stock Broker,14.0,6.0,6.0,18.0,8.0,17.0,19.0,6.0
Stock Broker,11.0,7.0,6.0,19.0,8.0,17.0,19.0,6.0
Stock Broker,12.0,7.0,10.0,18.0,8.0,17.0,19.0,6.0
Stock Broker,13.0,8.0,9.0,19.0,8.0,16.0,19.0,6.0
Stock Broker,14.0,8.0,7.0,18.0,8.0,16.0,19.0,6.0
Stock Broker,11.0,9.0,6.0,19.0,8.0,16.0,19.0,6.0
Stock Broker,12.0,9.0,10.0,18.0,8.0,16.0,19.0,6.0
Stock Broker,13.0,5.0,9.0,19.0,8.0,16.0,19.0,6.0
Stock Broker,14.0,5.0,7.0,18.0,8.0,16.0,19.0,6.0
Stock Broker,11.0,6.0,6.0,19.0,8.0,16.0,19.0,6.0
Stock Broker,12.0,6.0,6.0,18.0,8.0,16.0,20.0,6.0
Stock Broker,13.0,7.0,6.0,19.0,8.0,16.0,20.0,6.0
Stock Broker,14.0,7.0,10.0,18.0,8.0,16.0,20.0,6.0
Stock Broker,11.0,8.0,9.0,19.0,8.0,16.0,20.0,6.0
Stock Broker,12.0,8.0,7.0,18.0,8.0,16.0,20.0,6.0
Stock Broker,13.0,9.0,6.0,19.0,8.0,16.0,20.0,6.0
Stock Broker,14.0,9.0,10.0,18.0,8.0,16.0,20.0,6.0
Stock Broker,11.0,5.0,9.0,19.0,8.0,16.0,20.0,6.0
Stock Broker,12.0,5.0,10.0,18.0,8.0,15.0,20.0,6.0
Stock Broker,13.0,6.0,9.0,19.0,8.0,15.0,20.0,6.0
Stock Broker,14.0,6.0,7.0,18.0,8.0,15.0,20.0,6.0
Stock Broker,11.0,7.0,6.0,19.0,8.0,15.0,20.0,6.0
Stock Broker,12.0,7.0,10.0,18.0,8.0,15.0,20.0,6.0
Stock Broker,13.0,8.0,9.0,19.0,8.0,15.0,20.0,6.0
Stock Broker,14.0,8.0,7.0,18.0,8.0,15.0,20.0,6.0
Stock Broker,13.0,9.0,6.0,19.0,8.0,15.0,20.0,6.0
Stock Broker,11.0,9.0,6.0,18.0,8.0,15.0,20.0,6.0
Financial Advisor,19.0,7.0,11.0,16.0,12.0,17.0,17.0,7.0
Financial Advisor,18.0,8.0,12.0,16.0,13.0,18.0,17.0,6.0
Financial Advisor,17.0,6.0,13.0,16.0,12.0,19.0,17.0,8.0
Financial Advisor,16.0,8.0,14.0,16.0,13.0,18.0,17.0,7.0
Financial Advisor,15.0,7.0,13.0,16.0,12.0,20.0,17.0,6.0
Financial Advisor,20.0,8.0,12.0,16.0,13.0,19.0,17.0,8.0
Financial Advisor,15.0,6.0,11.0,16.0,12.0,18.0,17.0,7.0
Financial Advisor,16.0,8.0,11.0,16.0,13.0,17.0,17.0,6.0
Financial Advisor,17.0,7.0,12.0,16.0,12.0,16.0,17.0,8.0
Financial Advisor,18.0,8.0,13.0,16.0,13.0,15.0,17.0,7.0
Financial Advisor,19.0,6.0,14.0,16.0,12.0,17.0,17.0,6.0
Financial Advisor,20.0,8.0,13.0,16.0,13.0,18.0,17.0,8.0
Financial Advisor,19.0,7.0,12.0,16.0,12.0,19.0,17.0,7.0
Financial Advisor,18.0,8.0,11.0,16.0,13.0,18.0,17.0,6.0
Financial Advisor,17.0,6.0,11.0,16.0,12.0,20.0,17.0,8.0
Financial Advisor,16.0,8.0,12.0,16.0,13.0,19.0,17.0,7.0
Financial Advisor,15.0,7.0,13.0,16.0,12.0,18.0,17.0,6.0
Financial Advisor,20.0,8.0,14.0,16.0,13.0,17.0,17.0,8.0
Financial Advisor,15.0,6.0,13.0,15.0,12.0,16.0,17.0,7.0
Financial Advisor,16.0,8.0,12.0,15.0,13.0,15.0,17.0,6.0
Financial Advisor,17.0,7.0,11.0,15.0,12.0,18.0,17.0,8.0
Financial Advisor,18.0,8.0,11.0,15.0,13.0,17.0,17.0,7.0
Financial Advisor,19.0,6.0,12.0,15.0,12.0,18.0,17.0,6.0
Financial Advisor,20.0,8.0,13.0,15.0,13.0,19.0,17.0,8.0
Financial Advisor,19.0,7.0,14.0,15.0,12.0,18.0,17.0,7.0
Financial Advisor,18.0,8.0,13.0,15.0,13.0,20.0,17.0,6.0
Financial Advisor,17.0,6.0,12.0,15.0,12.0,19.0,17.0,8.0
Financial Advisor,16.0,8.0,11.0,15.0,13.0,18.0,17.0,7.0
Financial Advisor,15.0,7.0,11.0,15.0,12.0,17.0,17.0,6.0
Financial Advisor,20.0,8.0,12.0,15.0,13.0,16.0,17.0,8.0
Financial Advisor,15.0,6.0,13.0,15.0,12.0,15.0,17.0,7.0
Financial Advisor,16.0,8.0,14.0,15.0,13.0,17.0,17.0,6.0
Financial Advisor,17.0,7.0,13.0,15.0,12.0,18.0,17.0,8.0
Financial Advisor,18.0,8.0,12.0,15.0,13.0,19.0,17.0,7.0
Financial Advisor,19.0,6.0,11.0,15.0,12.0,18.0,17.0,6.0
Financial Advisor,20.0,8.0,11.0,18.0,13.0,20.0,17.0,8.0
Financial Advisor,19.0,7.0,12.0,18.0,12.0,19.0,17.0,7.0
Financial Advisor,18.0,8.0,13.0,18.0,13.0,18.0,17.0,6.0
Financial Advisor,17.0,6.0,14.0,18.0,12.0,17.0,17.0,8.0
Financial Advisor,16.0,8.0,13.0,18.0,13.0,16.0,17.0,7.0
Financial Advisor,15.0,7.0,12.0,18.0,12.0,15.0,17.0,6.0
Financial Advisor,20.0,8.0,11.0,18.0,13.0,17.0,17.0,8.0
Financial Advisor,15.0,6.0,12.0,18.0,12.0,18.0,17.0,7.0
Financial Advisor,16.0,8.0,11.0,18.0,13.0,19.0,17.0,6.0
Financial Advisor,17.0,7.0,11.0,18.0,12.0,18.0,17.0,8.0
Financial Advisor,18.0,8.0,12.0,18.0,13.0,20.0,17.0,7.0
Financial Advisor,19.0,6.0,13.0,18.0,12.0,19.0,17.0,6.0
Financial Advisor,20.0,8.0,14.0,18.0,13.0,18.0,17.0,8.0
Financial Advisor,16.0,9.0,13.0,18.0,14.0,17.0,17.0,9.0
Financial Advisor,18.0,7.0,12.0,18.0,11.0,16.0,17.0,6.0
Consultant,12.0,5.0,7.0,20.0,5.0,16.0,20.0,5.0
Consultant,11.0,6.0,6.0,17.0,9.0,15.0,19.0,6.0
Consultant,13.0,7.0,5.0,16.0,7.0,17.0,18.0,7.0
Consultant,14.0,5.0,8.0,19.0,6.0,18.0,17.0,5.0
Consultant,11.0,6.0,9.0,15.0,6.0,20.0,16.0,6.0
Consultant,12.0,7.0,6.0,18.0,7.0,16.0,15.0,7.0
Consultant,11.0,5.0,5.0,19.0,5.0,15.0,20.0,5.0
Consultant,13.0,6.0,9.0,16.0,9.0,17.0,19.0,6.0
Consultant,14.0,7.0,7.0,17.0,7.0,18.0,18.0,7.0
Consultant,11.0,8.0,6.0,16.0,6.0,20.0,17.0,8.0
Consultant,12.0,9.0,5.0,19.0,6.0,16.0,16.0,9.0
Consultant,11.0,10.0,9.0,15.0,7.0,15.0,15.0,10.0
Consultant,13.0,8.0,6.0,18.0,5.0,17.0,20.0,8.0
Consultant,14.0,9.0,5.0,19.0,9.0,18.0,19.0,9.0
Consultant,11.0,10.0,9.0,16.0,7.0,20.0,18.0,10.0
Consultant,12.0,8.0,9.0,17.0,6.0,16.0,17.0,8.0
Consultant,11.0,9.0,6.0,16.0,6.0,15.0,16.0,9.0
Consultant,13.0,10.0,5.0,19.0,6.0,17.0,15.0,10.0
Consultant,14.0,8.0,9.0,15.0,6.0,18.0,20.0,8.0
Consultant,11.0,9.0,7.0,18.0,5.0,20.0,19.0,9.0
Consultant,12.0,10.0,6.0,19.0,9.0,16.0,18.0,10.0
Consultant,11.0,6.0,6.0,16.0,7.0,15.0,17.0,6.0
Consultant,13.0,6.0,9.0,17.0,6.0,17.0,16.0,6.0
Consultant,14.0,6.0,6.0,16.0,6.0,18.0,15.0,6.0
Consultant,11.0,6.0,5.0,19.0,5.0,20.0,20.0,6.0
Consultant,12.0,6.0,9.0,15.0,9.0,16.0,19.0,6.0
Consultant,11.0,6.0,7.0,18.0,7.0,15.0,18.0,6.0
Consultant,13.0,6.0,6.0,19.0,6.0,17.0,17.0,6.0
Consultant,14.0,6.0,6.0,16.0,6.0,18.0,16.0,6.0
Consultant,11.0,5.0,9.0,20.0,6.0,20.0,15.0,9.0
Consultant,12.0,9.0,6.0,19.0,6.0,16.0,20.0,6.0
Consultant,11.0,7.0,5.0,18.0,9.0,15.0,19.0,5.0
Consultant,13.0,6.0,9.0,17.0,9.0,17.0,18.0,9.0
Consultant,14.0,6.0,7.0,15.0,9.0,18.0,17.0,7.0
Consultant,11.0,7.0,9.0,16.0,9.0,20.0,16.0,7.0
Consultant,12.0,8.0,9.0,15.0,9.0,16.0,15.0,8.0
Consultant,11.0,8.0,9.0,20.0,9.0,15.0,20.0,8.0
Consultant,13.0,8.0,9.0,19.0,9.0,17.0,19.0,8.0
Consultant,14.0,8.0,6.0,18.0,9.0,18.0,18.0,8.0
Consultant,11.0,8.0,5.0,17.0,9.0,20.0,17.0,8.0
Consultant,12.0,8.0,9.0,15.0,9.0,16.0,16.0,8.0
Consultant,11.0,8.0,7.0,16.0,9.0,15.0,15.0,8.0
Consultant,13.0,8.0,8.0,15.0,10.0,17.0,20.0,8.0
Consultant,14.0,9.0,7.0,20.0,8.0,18.0,19.0,9.0
Consultant,11.0,9.0,6.0,19.0,7.0,20.0,18.0,9.0
Consultant,12.0,9.0,5.0,18.0,6.0,16.0,17.0,9.0
Consultant,11.0,9.0,9.0,17.0,5.0,15.0,16.0,9.0
Consultant,13.0,9.0,8.0,15.0,10.0,17.0,15.0,9.0
Consultant,14.0,9.0,7.0,16.0,9.0,18.0,17.0,9.0
Consultant,11.0,9.0,5.0,15.0,7.0,20.0,15.0,9.0
Archeologist,11.0,5.0,12.0,11.0,12.0,5.0,18.0,20.0
Archeologist,12.0,6.0,12.0,12.0,12.0,6.0,19.0,20.0
Archeologist,13.0,7.0,13.0,13.0,12.0,7.0,20.0,20.0
Archeologist,14.0,5.0,13.0,14.0,12.0,8.0,17.0,15.0
Archeologist,11.0,6.0,14.0,11.0,12.0,9.0,16.0,18.0
Archeologist,12.0,7.0,14.0,11.0,12.0,10.0,15.0,19.0
Archeologist,13.0,5.0,11.0,12.0,12.0,9.0,18.0,20.0
Archeologist,14.0,6.0,11.0,12.0,12.0,8.0,19.0,17.0
Archeologist,11.0,7.0,12.0,14.0,12.0,7.0,20.0,20.0
Archeologist,12.0,8.0,12.0,11.0,12.0,6.0,17.0,15.0
Archeologist,13.0,9.0,13.0,12.0,12.0,5.0,16.0,18.0
Archeologist,14.0,10.0,13.0,11.0,12.0,5.0,15.0,19.0
Archeologist,11.0,8.0,14.0,14.0,12.0,6.0,18.0,20.0
Archeologist,12.0,9.0,14.0,11.0,12.0,7.0,19.0,17.0
Archeologist,13.0,10.0,11.0,12.0,12.0,8.0,20.0,20.0
Archeologist,14.0,8.0,11.0,11.0,12.0,9.0,17.0,15.0
Archeologist,11.0,9.0,12.0,14.0,12.0,10.0,16.0,18.0
Archeologist,12.0,10.0,12.0,11.0,12.0,9.0,15.0,19.0
Archeologist,13.0,8.0,13.0,12.0,14.0,8.0,20.0,20.0
Archeologist,14.0,9.0,13.0,11.0,14.0,7.0,15.0,17.0
Archeologist,11.0,10.0,14.0,11.0,14.0,6.0,18.0,19.0
Archeologist,12.0,6.0,14.0,11.0,14.0,5.0,19.0,15.0
Archeologist,13.0,5.0,11.0,14.0,14.0,5.0,20.0,18.0
Archeologist,14.0,5.0,11.0,11.0,14.0,6.0,17.0,19.0
Archeologist,11.0,6.0,12.0,12.0,14.0,7.0,20.0,20.0
Archeologist,12.0,7.0,12.0,12.0,14.0,8.0,15.0,17.0
Archeologist,13.0,8.0,13.0,12.0,14.0,9.0,18.0,19.0
Archeologist,14.0,6.0,13.0,12.0,14.0,10.0,19.0,15.0
Archeologist,11.0,6.0,14.0,14.0,14.0,9.0,20.0,18.0
Archeologist,12.0,6.0,14.0,11.0,14.0,8.0,17.0,19.0
Archeologist,13.0,5.0,11.0,12.0,14.0,7.0,20.0,20.0
Archeologist,14.0,5.0,11.0,12.0,11.0,6.0,15.0,17.0
Archeologist,11.0,6.0,12.0,12.0,11.0,5.0,18.0,19.0
Archeologist,12.0,7.0,12.0,12.0,11.0,5.0,19.0,15.0
Archeologist,13.0,8.0,13.0,12.0,11.0,6.0,20.0,18.0
Archeologist,14.0,8.0,13.0,12.0,11.0,7.0,17.0,19.0
Archeologist,11.0,6.0,14.0,12.0,11.0,8.0,19.0,20.0
Archeologist,12.0,5.0,14.0,12.0,11.0,9.0,15.0,17.0
Archeologist,13.0,5.0,11.0,13.0,11.0,10.0,18.0,15.0
Archeologist,14.0,6.0,11.0,13.0,11.0,9.0,19.0,15.0
Archeologist,11.0,7.0,12.0,13.0,11.0,8.0,20.0,15.0
Archeologist,12.0,8.0,12.0,13.0,11.0,7.0,17.0,18.0
Archeologist,13.0,8.0,13.0,13.0,11.0,6.0,15.0,19.0
Archeologist,14.0,9.0,13.0,13.0,11.0,5.0,18.0,20.0
Archeologist,11.0,6.0,14.0,13.0,11.0,10.0,19.0,17.0
Archeologist,12.0,5.0,14.0,13.0,11.0,9.0,20.0,15.0
Archeologist,13.0,5.0,11.0,13.0,11.0,8.0,17.0,18.0
Archeologist,14.0,6.0,11.0,13.0,11.0,7.0,19.0,19.0
Archeologist,11.0,7.0,11.0,13.0,11.0,6.0,18.0,20.0
Archeologist,12.0,8.0,11.0,13.0,11.0,5.0,16.0,17.0
Pre Primary Teacher (2020 NEP and Mental Health),15.0,12.0,18.0,11.0,12.0,20.0,5.0,5.0
Pre Primary Teacher (2020 NEP and Mental Health),18.0,13.0,19.0,12.0,12.0,20.0,6.0,6.0
Pre Primary Teacher (2020 NEP and Mental Health),19.0,14.0,20.0,13.0,12.0,20.0,7.0,7.0
Pre Primary Teacher (2020 NEP and Mental Health),20.0,11.0,17.0,14.0,12.0,20.0,5.0,5.0
Pre Primary Teacher (2020 NEP and Mental Health),17.0,12.0,16.0,13.0,12.0,20.0,6.0,6.0
Pre Primary Teacher (2020 NEP and Mental Health),20.0,13.0,15.0,12.0,12.0,20.0,8.0,7.0
Pre Primary Teacher (2020 NEP and Mental Health),15.0,14.0,18.0,11.0,12.0,20.0,9.0,5.0
Pre Primary Teacher (2020 NEP and Mental Health),18.0,11.0,19.0,11.0,12.0,20.0,10.0,6.0
Pre Primary Teacher (2020 NEP and Mental Health),19.0,12.0,20.0,12.0,12.0,20.0,8.0,7.0
Pre Primary Teacher (2020 NEP and Mental Health),20.0,13.0,17.0,13.0,12.0,20.0,9.0,8.0
Pre Primary Teacher (2020 NEP and Mental Health),17.0,14.0,16.0,14.0,12.0,20.0,10.0,9.0
Pre Primary Teacher (2020 NEP and Mental Health),15.0,11.0,15.0,13.0,12.0,20.0,8.0,10.0
Pre Primary Teacher (2020 NEP and Mental Health),18.0,12.0,18.0,12.0,12.0,20.0,9.0,8.0
Pre Primary Teacher (2020 NEP and Mental Health),19.0,13.0,19.0,11.0,12.0,20.0,10.0,9.0
Pre Primary Teacher (2020 NEP and Mental Health),20.0,14.0,20.0,11.0,12.0,20.0,8.0,10.0
Pre Primary Teacher (2020 NEP and Mental Health),17.0,11.0,17.0,12.0,12.0,20.0,9.0,8.0
Pre Primary Teacher (2020 NEP and Mental Health),19.0,12.0,16.0,13.0,12.0,19.0,10.0,9.0
Pre Primary Teacher (2020 NEP and Mental Health),19.0,13.0,15.0,14.0,12.0,19.0,8.0,10.0
Pre Primary Teacher (2020 NEP and Mental Health),19.0,14.0,20.0,13.0,14.0,19.0,9.0,8.0
Pre Primary Teacher (2020 NEP and Mental Health),15.0,11.0,19.0,12.0,14.0,19.0,10.0,9.0
Pre Primary Teacher (2020 NEP and Mental Health),18.0,12.0,15.0,11.0,14.0,19.0,8.0,10.0
Pre Primary Teacher (2020 NEP and Mental Health),19.0,13.0,18.0,11.0,14.0,19.0,9.0,6.0
Pre Primary Teacher (2020 NEP and Mental Health),20.0,14.0,19.0,12.0,14.0,19.0,10.0,6.0
Pre Primary Teacher (2020 NEP and Mental Health),17.0,11.0,20.0,13.0,14.0,19.0,6.0,7.0
Pre Primary Teacher (2020 NEP and Mental Health),19.0,12.0,20.0,14.0,14.0,19.0,8.0,5.0
Pre Primary Teacher (2020 NEP and Mental Health),15.0,13.0,20.0,13.0,14.0,19.0,9.0,6.0
Pre Primary Teacher (2020 NEP and Mental Health),18.0,14.0,19.0,12.0,14.0,19.0,10.0,8.0
Pre Primary Teacher (2020 NEP and Mental Health),19.0,11.0,15.0,11.0,14.0,19.0,8.0,6.0
Pre Primary Teacher (2020 NEP and Mental Health),20.0,12.0,18.0,11.0,14.0,19.0,9.0,5.0
Pre Primary Teacher (2020 NEP and Mental Health),17.0,13.0,19.0,12.0,14.0,19.0,10.0,7.0
Pre Primary Teacher (2020 NEP and Mental Health),19.0,14.0,20.0,13.0,14.0,19.0,6.0,5.0
Pre Primary Teacher (2020 NEP and Mental Health),15.0,11.0,19.0,14.0,11.0,19.0,8.0,6.0
Pre Primary Teacher (2020 NEP and Mental Health),18.0,12.0,20.0,13.0,12.0,19.0,9.0,8.0
Pre Primary Teacher (2020 NEP and Mental Health),19.0,13.0,20.0,12.0,11.0,19.0,10.0,7.0
Pre Primary Teacher (2020 NEP and Mental Health),20.0,14.0,19.0,11.0,12.0,15.0,8.0,7.0
Pre Primary Teacher (2020 NEP and Mental Health),17.0,11.0,19.0,11.0,11.0,15.0,9.0,5.0
Pre Primary Teacher (2020 NEP and Mental Health),15.0,12.0,19.0,12.0,13.0,15.0,10.0,6.0
Pre Primary Teacher (2020 NEP and Mental Health),15.0,13.0,19.0,13.0,11.0,15.0,9.0,8.0
Pre Primary Teacher (2020 NEP and Mental Health),15.0,14.0,19.0,14.0,11.0,15.0,9.0,7.0
Pre Primary Teacher (2020 NEP and Mental Health),15.0,11.0,15.0,13.0,14.0,15.0,9.0,5.0
Pre Primary Teacher (2020 NEP and Mental Health),18.0,12.0,18.0,12.0,11.0,15.0,9.0,6.0
Pre Primary Teacher (2020 NEP and Mental Health),19.0,13.0,18.0,11.0,11.0,15.0,9.0,8.0
Pre Primary Teacher (2020 NEP and Mental Health),20.0,14.0,19.0,11.0,11.0,15.0,7.0,8.0
Pre Primary Teacher (2020 NEP and Mental Health),17.0,11.0,19.0,12.0,13.0,15.0,5.0,9.0
Pre Primary Teacher (2020 NEP and Mental Health),15.0,12.0,19.0,13.0,11.0,15.0,6.0,7.0
Pre Primary Teacher (2020 NEP and Mental Health),18.0,13.0,15.0,14.0,11.0,15.0,7.0,5.0
Pre Primary Teacher (2020 NEP and Mental Health),19.0,14.0,18.0,13.0,11.0,15.0,5.0,6.0
Pre Primary Teacher (2020 NEP and Mental Health),20.0,11.0,19.0,12.0,11.0,15.0,6.0,8.0
Pre Primary Teacher (2020 NEP and Mental Health),17.0,12.0,19.0,11.0,11.0,15.0,8.0,9.0
Pre Primary Teacher (2020 NEP and Mental Health),15.0,11.0,16.0,12.0,11.0,15.0,9.0,6.0
Primary Teacher,20.0,19.0,15.0,12.0,5.0,11.0,12.0,6.0
Primary Teacher,19.0,19.0,16.0,11.0,6.0,11.0,12.0,7.0
Primary Teacher,18.0,19.0,17.0,13.0,7.0,11.0,12.0,5.0
Primary Teacher,17.0,19.0,18.0,14.0,5.0,11.0,12.0,6.0
Primary Teacher,16.0,19.0,20.0,12.0,6.0,11.0,12.0,6.0
Primary Teacher,15.0,19.0,19.0,12.0,7.0,11.0,12.0,7.0
Primary Teacher,19.0,19.0,16.0,12.0,5.0,11.0,12.0,5.0
Primary Teacher,18.0,19.0,17.0,12.0,6.0,11.0,12.0,6.0
Primary Teacher,17.0,19.0,18.0,12.0,7.0,11.0,12.0,6.0
Primary Teacher,16.0,19.0,19.0,12.0,8.0,11.0,12.0,7.0
Primary Teacher,20.0,19.0,15.0,12.0,9.0,11.0,12.0,5.0
Primary Teacher,19.0,19.0,16.0,12.0,10.0,11.0,12.0,6.0
Primary Teacher,18.0,19.0,17.0,12.0,8.0,11.0,12.0,7.0
Primary Teacher,17.0,19.0,18.0,12.0,9.0,11.0,12.0,6.0
Primary Teacher,16.0,19.0,20.0,12.0,10.0,11.0,12.0,7.0
Primary Teacher,15.0,19.0,19.0,12.0,8.0,11.0,12.0,5.0
Primary Teacher,19.0,19.0,16.0,12.0,9.0,11.0,12.0,6.0
Primary Teacher,18.0,19.0,17.0,12.0,10.0,11.0,12.0,6.0
Primary Teacher,17.0,19.0,18.0,14.0,8.0,11.0,14.0,7.0
Primary Teacher,16.0,19.0,19.0,14.0,9.0,11.0,14.0,5.0
Primary Teacher,20.0,19.0,15.0,14.0,8.0,11.0,14.0,6.0
Primary Teacher,19.0,17.0,16.0,14.0,9.0,11.0,14.0,10.0
Primary Teacher,18.0,16.0,17.0,14.0,6.0,12.0,14.0,8.0
Primary Teacher,17.0,15.0,18.0,14.0,10.0,12.0,14.0,9.0
Primary Teacher,16.0,20.0,20.0,14.0,8.0,12.0,14.0,6.0
Primary Teacher,15.0,19.0,19.0,14.0,9.0,12.0,14.0,10.0
Primary Teacher,19.0,19.0,16.0,14.0,6.0,12.0,14.0,8.0
Primary Teacher,18.0,19.0,17.0,14.0,8.0,12.0,14.0,9.0
Primary Teacher,17.0,19.0,18.0,14.0,9.0,12.0,14.0,10.0
Primary Teacher,16.0,19.0,19.0,14.0,6.0,12.0,14.0,8.0
Primary Teacher,20.0,17.0,15.0,14.0,10.0,12.0,14.0,9.0
Primary Teacher,19.0,16.0,16.0,11.0,8.0,12.0,11.0,9.0
Primary Teacher,18.0,15.0,17.0,11.0,9.0,12.0,11.0,10.0
Primary Teacher,17.0,20.0,18.0,11.0,7.0,12.0,11.0,8.0
Primary Teacher,16.0,19.0,20.0,11.0,7.0,12.0,11.0,9.0
Primary Teacher,15.0,19.0,19.0,11.0,8.0,12.0,11.0,10.0
Primary Teacher,19.0,19.0,16.0,11.0,9.0,12.0,11.0,8.0
Primary Teacher,18.0,19.0,17.0,11.0,6.0,12.0,11.0,9.0
Primary Teacher,17.0,19.0,18.0,11.0,10.0,13.0,11.0,10.0
Primary Teacher,16.0,17.0,19.0,11.0,8.0,13.0,11.0,8.0
Primary Teacher,20.0,16.0,15.0,11.0,9.0,13.0,11.0,9.0
Primary Teacher,19.0,15.0,15.0,11.0,8.0,13.0,11.0,9.0
Primary Teacher,18.0,20.0,16.0,11.0,8.0,13.0,11.0,8.0
Primary Teacher,17.0,20.0,17.0,11.0,9.0,13.0,11.0,9.0
Primary Teacher,16.0,20.0,18.0,11.0,6.0,13.0,11.0,6.0
Primary Teacher,15.0,20.0,20.0,11.0,10.0,13.0,11.0,10.0
Primary Teacher,19.0,20.0,19.0,11.0,8.0,13.0,11.0,8.0
Primary Teacher,18.0,20.0,16.0,11.0,9.0,13.0,11.0,9.0
Primary Teacher,17.0,20.0,17.0,11.0,7.0,13.0,11.0,10.0
Primary Teacher,16.0,20.0,18.0,11.0,8.0,13.0,11.0,7.0
"Middle, Higher School Teacher and Professors",12.0,14.0,11.0,17.0,7.0,15.0,20.0,5.0
"Middle, Higher School Teacher and Professors",13.0,11.0,12.0,16.0,6.0,16.0,19.0,6.0
"Middle, Higher School Teacher and Professors",14.0,13.0,13.0,20.0,5.0,17.0,18.0,7.0
"Middle, Higher School Teacher and Professors",11.0,12.0,12.0,19.0,8.0,18.0,17.0,5.0
"Middle, Higher School Teacher and Professors",12.0,13.0,13.0,18.0,9.0,19.0,16.0,6.0
"Middle, Higher School Teacher and Professors",13.0,12.0,14.0,17.0,10.0,20.0,20.0,7.0
"Middle, Higher School Teacher and Professors",12.0,11.0,11.0,16.0,9.0,15.0,15.0,5.0
"Middle, Higher School Teacher and Professors",13.0,14.0,12.0,15.0,8.0,16.0,16.0,6.0
"Middle, Higher School Teacher and Professors",14.0,11.0,13.0,19.0,6.0,17.0,17.0,7.0
"Middle, Higher School Teacher and Professors",11.0,13.0,12.0,18.0,7.0,18.0,18.0,8.0
"Middle, Higher School Teacher and Professors",12.0,12.0,13.0,17.0,7.0,19.0,19.0,9.0
"Middle, Higher School Teacher and Professors",13.0,13.0,14.0,16.0,6.0,20.0,20.0,10.0
"Middle, Higher School Teacher and Professors",12.0,11.0,11.0,20.0,5.0,15.0,19.0,8.0
"Middle, Higher School Teacher and Professors",13.0,14.0,12.0,19.0,8.0,16.0,18.0,9.0
"Middle, Higher School Teacher and Professors",14.0,11.0,13.0,18.0,9.0,17.0,17.0,10.0
"Middle, Higher School Teacher and Professors",11.0,13.0,12.0,17.0,10.0,18.0,16.0,8.0
"Middle, Higher School Teacher and Professors",12.0,12.0,13.0,16.0,9.0,19.0,20.0,9.0
